Domain;Kingdom;Filum;Class;Organism;Organism Full Name;Year;Source
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Rheinheimera;rhh;Rheinheimera sp. D18;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thermochromatium;ttp;Thermochromatium tepidum;2020;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Nitrosacidococcus;ntg;Candidatus Nitrosacidococcus tergens;2020;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thiohalocapsa;thip;Thiohalocapsa sp. PB-PSB1;2021;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Caldichromatium;cjap;Caldichromatium japonicum;2021;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thiocapsa;thim;Thiocapsa sp. M50B4;2021;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Alkalilimnicola;aeh;Alkalilimnicola ehrlichii;2006;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halorhodospira;hha;Halorhodospira halophila;2007;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halorhodospira;hhk;Halorhodospira halochloris;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Ectothiorhodospira;hhc;Ectothiorhodospira haloalkaliphila;2014;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Ectothiorhodospira;ebs;Ectothiorhodospira sp. BSL-9;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thioalkalivibrio;tgr;Thioalkalivibrio sulfidiphilus;2009;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thioalkalivibrio;tkm;Thioalkalivibrio sp. K90mix;2010;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thioalkalivibrio;tni;Thioalkalivibrio nitratireducens;2013;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thioalkalivibrio;tti;Thioalkalivibrio paradoxus;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thioalkalivibrio;tvr;Thioalkalivibrio versutus;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Spiribacter;ssal;Spiribacter salinus;2013;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Spiribacter;spiu;Spiribacter curvatus;2013;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Spiribacter;sros;Spiribacter roseus;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Spiribacter;spiz;Spiribacter sp. 2438;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Acidihalobacter;aprs;Acidihalobacter prosperus;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halothiobacillus;hna;Halothiobacillus neapolitanus;2009;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halothiobacillus;haz;Halothiobacillus sp. LS2;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Wenzhouxiangella;wma;Wenzhouxiangella marina;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Woeseia;woc;Woeseia oceani;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Granulosicoccus;gai;Granulosicoccus antarcticus;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Guyparkeria;ghl;Guyparkeria halophila;2020;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thiohalobacter;ttc;Thiohalobacter thiocyanaticus;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Hahella;hch;Hahella chejuensis;2005;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Hahella;hahe;Hahella sp. KA22;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Chromohalobacter;csa;Chromohalobacter salexigens;2006;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;hel;Halomonas elongata;2010;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;hcs;Halomonas campaniensis;2014;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;hak;Halomonas sp. KO116;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;ham;Halomonas sp. R57-5;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;hhu;Halomonas huangheensis;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;hco;Halomonas chromatireducens;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;hsi;Halomonas aestuarii;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;halo;Halomonas sp. 1513;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;hhh;Halomonas hydrothermalis;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;hbe;Halomonas beimenensis;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;hag;Halomonas sp. GFAJ-1;2018;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;haf;Halomonas sp. SF2003;2018;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;halk;Halomonas alkaliphila;2018;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;hvn;Halomonas venusta;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;hol;Halomonas olivaria;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;hsr;Halomonas sulfidaeris;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;hmd;Halomonas meridiana;2020;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;haxi;Halomonas axialensis;2020;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;htt;Halomonas titanicae;2020;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;hcam;Halomonas campisalis;2021;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halomonas;hpiz;Halomonas piezotolerans;2021;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Portiera;ple;Candidatus Portiera aleyrodidarum BT-B-HRs;2012;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Portiera;ply;Candidatus Portiera aleyrodidarum BT-B-HRs;2012;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Portiera;plr;Candidatus Portiera aleyrodidarum BT-QVLC;2012;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Portiera;plo;Candidatus Portiera aleyrodidarum BT-QVLC;2012;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Portiera;pld;Candidatus Portiera aleyrodidarum TV;2013;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Portiera;plb;Candidatus Portiera aleyrodidarum TV-BCN;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Portiera;plc;Candidatus Portiera aleyrodidarum AD-CAI;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Portiera;pli;Candidatus Portiera aleyrodidarum AF-CAI;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Portiera;paly;Candidatus Portiera aleyrodidarum MED (Bemisia tabaci);2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Carsonella;crp;Candidatus Carsonella ruddii PV;2006;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Carsonella;cru;Candidatus Carsonella ruddii CE;2012;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Carsonella;crc;Candidatus Carsonella ruddii CS;2012;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Carsonella;crt;Candidatus Carsonella ruddii HT;2012;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Carsonella;crh;Candidatus Carsonella ruddii HC;2012;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Carsonella;crv;Candidatus Carsonella ruddii PC;2012;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Carsonella;cri;Candidatus Carsonella ruddii DC;2013;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Evansia;eme;Candidatus Evansia muelleri;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Zymobacter;zpl;Zymobacter palmae;2018;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Halotalea;haa;Halotalea alkalilenta;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Cobetia;cmai;Cobetia marina;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Kushneria;kus;Kushneria konosiri;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Kushneria;kma;Kushneria marisflavi;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Kushneria;kuy;Kushneria phosphatilytica;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Pistricoccus;paur;Pistricoccus aurantiacus;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Alcanivorax;abo;Alcanivorax borkumensis;2006;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Alcanivorax;adi;Alcanivorax dieselolei;2012;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Alcanivorax;apac;Alcanivorax pacificus;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Alcanivorax;aln;Alcanivorax sp. NBRC 101098;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Alcanivorax;axe;Alcanivorax xenomutans;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Ketobacter;kak;Ketobacter alkanivorans;2018;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Kangiella;kko;Kangiella koreensis;2009;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Kangiella;kge;Kangiella geojedonensis;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Kangiella;ksd;Kangiella sediminilitoris;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Kangiella;kpd;Kangiella profundi;2018;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Marinomonas;mmw;Marinomonas sp. MWYL1;2007;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Marinomonas;mme;Marinomonas mediterranea;2011;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Marinomonas;mpc;Marinomonas posidonica;2011;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Marinomonas;mpri;Marinomonas primoryensis;2020;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Marinomonas;mard;Marinomonas arctica;2020;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Marinomonas;mfoi;Marinomonas foliarum;2021;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thalassolituus;tol;Thalassolituus oleivorans MIL-1;2013;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thalassolituus;tor;Thalassolituus oleivorans R6-15;2014;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Oleispira;oai;Oleispira antarctica;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Marinobacterium;mars;Marinobacterium aestuarii;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Marinobacterium;mgeo;Marinobacterium georgiense;2021;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Bacterioplanes;bsan;Bacterioplanes sanyensis;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Neptunomonas;ncu;Neptunomonas concharum;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Neptunomonas;njp;Neptunomonas japonica;2021;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Nitrincola;nik;Nitrincola sp. KXZD1103;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Bermanella;bmar;Bermanella marisrubri;2020;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Amphritea;ajp;Amphritea japonica;2021;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Gynuella;gsn;Gynuella sunshinyii;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Reinekea;rfo;Reinekea forsetii;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Oleiphilus;ome;Oleiphilus messinensis;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Litoricola;llp;Litoricola lipolytica;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;aha;Aeromonas hydrophila subsp. hydrophila ATCC 7966;2006;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;ahy;Aeromonas hydrophila ML09-119;2013;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;ahd;Aeromonas hydrophila YL17;2014;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;ahr;Aeromonas hydrophila subsp. hydrophila AL09-71;2014;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;ahp;Aeromonas hydrophila pc104A;2014;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;ahj;Aeromonas hydrophila J-1;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;ahh;Aeromonas hydrophila AL06-06;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;ahi;Aeromonas hydrophila AH10;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;aaj;Aeromonas hydrophila MX16A;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;asa;Aeromonas salmonicida subsp. salmonicida A449;2007;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;aeo;Aeromonas salmonicida O23A;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;avr;Aeromonas veronii B565;2011;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;avo;Aeromonas veronii TH0426;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;amed;Aeromonas media;2014;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;asr;Aeromonas schubertii;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;adh;Aeromonas dhakensis;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;acav;Aeromonas caviae;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;aem;Aeromonas sp. CU5;2018;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;aea;Aeromonas sp. ASNIH3;2018;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;arv;Aeromonas rivipollensis;2018;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;aes;Aeromonas sp. ASNIH5;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;ael;Aeromonas encheleia;2020;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;asim;Aeromonas simiae;2021;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Aeromonas;aall;Aeromonas allosaccharophila;2021;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Tolumonas;tau;Tolumonas auensis;2009;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Oceanimonas;oce;Oceanimonas sp. GK1;2012;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Oceanisphaera;ocm;Oceanisphaera avium;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Oceanisphaera;opf;Oceanisphaera profunda;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Zobellella;zdf;Zobellella denitrificans;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Dichelobacter;dno;Dichelobacter nodosus;2007;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Cardiobacterium;chj;Cardiobacterium hominis;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Gilliamella;gap;Gilliamella apicola;2014;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Frischella;fpp;Frischella perrara;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Orbus;orb;Orbus sp. IPMB12;2020;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Steroidobacter;sdf;Steroidobacter denitrificans;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Solimonas;sok;Solimonas sp. K1W22B-7;2018;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Sinimarinibacterium;sini;Sinimarinibacterium sp. NLF-5-8;2020;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Immundisolibacter;gbi;Immundisolibacter cernigliae;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Sulfuricaulis;slim;Sulfuricaulis limicola;2018;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Sulfurifustis;sva;Sulfurifustis variabilis;2018;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Acidiferrobacter;acii;Acidiferrobacter sp. SPIII_3;2018;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Salinisphaera;saln;Salinisphaera sp. LB1;2018;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thiolapillus;tbn;Thiolapillus brandeum;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Sedimenticola;seds;Sedimenticola thiotaurini;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Pseudothioglobus;tsn;Candidatus Pseudothioglobus singularis;2015;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thioglobus;thin;Candidatus Thioglobus sp. NP1;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Thioglobus;tho;Candidatus Thioglobus autotrophicus;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Pseudohongiella;pspi;Pseudohongiella spirulinae;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Nardonella;eof;Endosymbiont of Sipalinus gigas;2019;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Reidiella;rev;Candidatus Reidiella endopervernicosa;2020;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Azoamicus;acil;Candidatus Azoamicus ciliaticola;2021;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Ruthia;rma;Candidatus Ruthia magnifica (Calyptogena magnifica);2006;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Ruthia;reo;Candidatus Ruthia endofausta;2020;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;Vesicomyosocius;vok;Candidatus Vesicomyosocius okutanii;2007;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria;ebh;Endosymbiont of Bathymodiolus septemdierum;2017;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria;bci;Baumannia cicadellinicola Hc (Homalodisca coagulata);2006;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria;bcib;Candidatus Baumannia cicadellinicola BGSS;2014;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria;bcig;Candidatus Baumannia cicadellinicola B-GSS;2016;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria;gpb;Gamma proteobacterium HdN1;2010;GenBank
Prokaryotes;Bacteria;Gammaproteobacteria - Others;unclassified Gammaproteobacteria;enm;Endosymbiont of unidentified scaly snail isolate Monju;2016;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nme;Neisseria meningitidis MC58 (serogroup B);2000;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nmp;Neisseria meningitidis alpha710 (serogroup B);2012;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nmh;Neisseria meningitidis H44/76 (serogroup B);2012;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nmd;Neisseria meningitidis G2136 (serogroup B);2012;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nmm;Neisseria meningitidis M01-240149 (serogroup B);2012;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nms;Neisseria meningitidis M01-240355 (serogroup B);2012;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nmq;Neisseria meningitidis M04-240196 (serogroup B);2012;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nmz;Neisseria meningitidis NZ-05/33 (serogroup B);2012;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nma;Neisseria meningitidis Z2491 (serogroup A);2000;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nmw;Neisseria meningitidis WUE 2594 (serogroup A);2012;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nmx;Neisseria meningitidis 510612 (serogroup A);2014;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nmc;Neisseria meningitidis FAM18 (serogroup C);2007;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nmn;Neisseria meningitidis 053442 (serogroup C);2007;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nmt;Neisseria meningitidis 8013 (serogroup C);2012;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nmi;Neisseria meningitidis alpha14 (cnl strain);2009;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;ngo;Neisseria gonorrhoeae FA 1090;2005;RefSeq
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;ngk;Neisseria gonorrhoeae NCCP11945;2008;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nla;Neisseria lactamica;2010;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nel;Neisseria elongata;2015;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nwe;Neisseria weaveri;2016;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nsi;Neisseria mucosa FDAARGOS_260;2017;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nmj;Neisseria mucosa ATCC 19696;2018;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nei;Neisseria chenwenguii;2018;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nek;Neisseria sp. KEM232;2019;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nfv;Neisseria flavescens;2019;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nsf;Neisseria subflava;2019;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nzl;Neisseria zalophi;2019;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;naq;Neisseria animalis;2020;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nbl;Neisseria brasiliensis;2020;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nzo;Neisseria zoodegmatis;2020;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nci;Neisseria canis;2020;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;ncz;Neisseria cinerea;2020;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nani;Neisseria animaloris;2020;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nbc;Neisseria bacilliformis;2021;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nwd;Neisseria wadsworthii;2021;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nsg;Neisseria shayeganii;2021;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nmus;Neisseria musculi;2021;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Neisseria;nsc;Neisseria sicca;2021;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Snodgrassella;salv;Snodgrassella alvi;2014;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Kingella;kki;Kingella kingae;2016;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Kingella;koa;Kingella oralis;2020;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Vitreoscilla;vff;Vitreoscilla filiformis;2017;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Vitreoscilla;vit;Vitreoscilla sp. C1;2018;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Eikenella;ecor;Eikenella corrodens;2017;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Eikenella;eex;Eikenella exigua;2019;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Simonsiella;smur;Simonsiella muelleri;2018;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Alysiella;aff;Alysiella filiformis;2020;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Conchiformibius;cste;Conchiformibius steedae;2020;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;unclassified Neisseriaceae;nba;Neisseriaceae bacterium DSM 100970;2018;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium;cvi;Chromobacterium violaceum;2003;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium;cvc;Chromobacterium vaccinii;2016;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium;chro;Chromobacterium sp. ATCC 53434;2018;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium;chri;Chromobacterium phragmitis IIBBL 112-1;2018;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium;chrb;Chromobacterium phragmitis IIBBL 274-1;2018;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium;crz;Chromobacterium rhizoryzae;2018;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium;chrm;Chromobacterium paludis;2019;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Chromobacterium;chae;Chromobacterium haemolyticum;2020;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Iodobacter;iod;Iodobacter sp. H11R3;2019;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Iodobacter;ifl;Iodobacter fluviatilis;2020;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Laribacter;lhk;Laribacter hongkongensis;2009;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Pseudogulbenkiania;pse;Pseudogulbenkiania sp. NH8B;2011;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Jeongeupia;jeu;Jeongeupia sp. USM3;2016;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Aquaspirillum;aql;Aquaspirillum sp. LM1;2017;GenBank
Prokaryotes;Bacteria;Betaproteobacteria;Aquitalea;amah;Aquitalea magnusonii;2018;GenBank
